timestamp,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,label
2,2,5,-2,-2,-1,-3,-3,-1,Left
7,4,-1,11,2,-3,-2,-2,0,Left
9,-5,-1,-15,-2,-1,-1,0,-2,Left
13,5,3,19,4,0,-1,0,0,Left
26,1,-5,-8,-2,0,0,-1,0,Left
29,-3,-2,-3,-3,1,-1,1,0,Left
30,-1,1,1,-2,-2,-2,-4,-1,Left
33,0,-4,-4,-3,1,1,-2,0,Left
49,-2,-1,0,2,0,0,-1,-1,Left
51,1,0,9,0,0,-1,-1,-2,Left
54,2,2,-4,2,-1,-2,-1,0,Left
56,-6,-3,-3,-3,-1,-2,-1,-2,Left
64,2,0,4,3,-2,0,-1,-1,Left
66,-4,0,-10,-5,-1,0,1,-2,Left
69,0,5,11,1,-1,-1,-1,1,Left
74,0,-7,-1,0,2,-1,-2,0,Left
86,-3,10,-8,-3,-2,-2,-1,-1,Left
88,-1,-3,-5,2,0,0,-1,-1,Left
90,-3,-3,3,0,-1,1,0,-3,Left
92,-5,-3,-22,-3,-2,0,-2,-1,Left
108,-1,-13,7,0,-3,-2,-1,-1,Left
114,-2,22,-3,-4,-2,-3,-2,-2,Left
118,-4,0,0,0,1,0,1,-1,Left
121,1,0,6,-1,-2,-1,-1,-1,Left
124,3,-3,-14,-2,0,-1,1,-2,Left
126,-9,-7,-9,-2,-4,-2,-1,-3,Left
128,3,-2,13,-2,-2,-1,0,-1,Left
130,-2,2,12,4,0,-1,0,-2,Left
145,-4,-3,-15,-2,-2,-1,-2,-2,Left
147,0,-20,15,-2,-3,-1,-2,0,Left
150,-2,11,-16,-4,0,0,-1,-2,Left
151,0,-3,0,2,1,-3,0,-1,Left
168,1,0,7,-1,0,0,-1,1,Left
170,-3,-6,-9,0,-2,-1,0,-1,Left
172,-1,-1,2,-1,-1,-2,0,-1,Left
174,0,-2,-1,-1,-2,-2,0,1,Left
185,-3,0,-11,1,-1,-1,0,-2,Left
187,3,4,15,-2,-1,-2,-1,0,Left
188,-3,-5,3,-2,-3,-2,-3,-3,Left
188,2,3,-5,-2,-2,-1,-1,-1,Left
205,-2,-4,-11,-2,-1,0,0,0,Left
209,2,2,-3,-1,0,0,-1,-1,Left
212,-1,-4,-7,-2,-2,-1,-2,-1,Left
214,0,-5,-5,-4,0,-1,-3,0,Left
228,-1,0,10,-3,-2,-2,0,-1,Left
231,-1,-1,-4,-1,-2,-3,-2,-2,Left
236,-1,-3,-1,1,-1,0,-1,-1,Left
239,-2,-3,-8,0,0,1,0,-2,Left
242,-2,-1,-10,-5,-2,-4,-2,0,Left
243,1,1,0,5,1,0,0,-1,Left
243,-2,-1,2,5,-2,-1,-1,-2,Left
244,0,-5,-14,-15,-1,0,0,0,Left
266,1,1,13,3,1,0,-1,0,Left
271,0,-4,-6,-3,-1,1,-1,-2,Left
274,0,-1,-3,0,-1,-1,0,2,Left
276,-2,-3,5,3,-6,-3,-1,-1,Left
289,0,3,6,3,2,2,0,-1,Left
293,0,3,-4,-10,0,-3,-1,0,Left
295,-1,-6,4,13,9,-3,-3,-1,Left
295,-1,0,-4,-19,-28,7,0,0,Left
303,-2,3,12,-1,3,-5,-3,-3,Left
305,-4,-8,-35,-1,-5,2,0,-1,Left
306,0,0,16,-2,12,-2,-1,-2,Left
306,-1,2,4,6,-8,-5,-1,0,Left
324,0,-1,-7,-15,-9,0,0,-1,Left
327,2,1,3,-3,2,-2,0,0,Left
330,0,0,-13,-2,-2,-3,-4,-3,Left
332,-2,3,3,13,14,-2,-2,-2,Left
349,-2,-2,1,9,0,-3,0,2,Left
352,-1,1,15,7,16,9,1,0,Left
356,1,0,-11,-20,-24,0,4,2,Left
357,-1,-1,8,3,-1,-3,-3,-2,Left
363,-1,-6,-11,-2,-13,-4,0,0,Left
365,0,0,23,13,17,-6,-1,-1,Left
369,-2,-2,-13,-19,-14,-1,-3,-1,Left
372,1,-3,-1,-18,-16,2,0,0,Left
385,0,3,21,14,6,-1,0,-2,Left
388,-2,-6,-15,-4,-1,-1,-1,-1,Left
389,0,0,-2,17,9,-3,1,-2,Left
390,-2,-1,4,6,13,-4,-1,1,Left
409,-2,-4,-21,-14,0,0,-4,-3,Left
411,-1,2,4,3,-25,0,1,0,Left
414,-2,-1,3,-1,0,2,0,0,Left
417,-1,1,-9,10,19,-2,-3,-2,Left
424,-2,-1,3,-8,0,5,-1,0,Left
426,-1,0,-4,-3,-11,-10,-4,-2,Left
428,-1,-2,-8,-4,-2,1,-2,0,Left
431,3,5,18,17,1,2,4,1,Left
445,-2,-4,-3,-10,-4,6,1,0,Left
448,1,3,-5,-9,8,6,2,-1,Left
452,-6,-4,8,16,-3,-3,-1,0,Left
455,-5,-4,-6,-8,-6,-7,-5,-4,Left
468,-3,-8,5,9,-6,-2,-3,-4,Left
471,-3,-3,-2,0,5,-1,-3,-3,Left
473,1,-2,5,4,1,-2,-3,-1,Left
475,-1,3,-2,-6,4,1,-2,-1,Left
482,1,-1,-5,6,-6,-3,-1,1,Left
485,2,1,7,23,-3,-2,-2,2,Left
487,0,-6,-2,-6,5,-1,1,1,Left
488,2,0,-10,-3,12,-2,1,0,Left
505,3,0,-3,-17,2,7,2,-1,Left
507,-1,-6,3,0,-7,-1,0,-1,Left
510,-2,4,6,7,-7,-5,0,-3,Left
511,-4,2,-2,-23,-20,-2,-2,-2,Left
528,1,16,4,7,5,-5,0,-1,Left
531,-2,-42,-10,-4,4,5,2,0,Left
534,-4,12,-4,10,13,2,-3,-1,Left
