timestamp,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,label
7,-3,-3,-2,-7,-40,-30,-3,-2,Right
7,-3,0,-1,1,-2,-9,-2,-1,Right
7,1,0,0,-2,1,1,-1,-3,Right
7,-1,-1,-1,-13,-17,-9,-1,0,Right
7,-2,-3,-2,-2,16,6,-4,-3,Right
20,1,0,1,-2,-6,-4,-2,-3,Right
27,-1,0,2,2,-10,-22,-3,1,Right
27,-2,-5,-4,-1,2,9,0,-4,Right
39,1,0,-1,-5,-2,28,4,0,Right
45,1,0,1,2,0,-31,-3,-1,Right
45,1,-1,-1,-6,20,4,0,-2,Right
45,1,0,-2,2,-6,-3,0,2,Right
55,-4,-3,0,0,-6,-11,-2,-2,Right
67,1,0,0,1,11,18,-2,0,Right
69,-3,-2,-2,-3,-1,-10,-1,-3,Right
70,2,0,1,0,-5,-12,0,2,Right
70,1,-3,-2,3,14,17,4,3,Right
70,-1,0,0,-1,3,-3,1,1,Right
70,-3,-1,-1,-1,-15,0,-3,-3,Right
85,-1,-1,0,1,-8,-12,-2,-3,Right
102,-1,-2,1,-1,2,-6,-4,-1,Right
102,-2,-2,-2,0,-3,3,-3,-3,Right
102,-2,0,-2,0,10,23,0,-2,Right
102,-3,0,-1,5,-1,-24,-2,-1,Right
117,2,-1,0,-2,-1,-7,1,0,Right
127,1,0,-3,-3,-4,-1,-1,0,Right
127,1,-1,0,3,13,8,1,1,Right
127,-2,-2,-2,-2,-23,13,-3,-2,Right
133,-3,-2,-2,-1,1,-14,-5,-3,Right
133,0,-1,1,-1,4,-1,-2,-3,Right
133,1,0,2,-1,-7,-8,1,1,Right
133,0,-1,0,-1,2,-4,-2,-1,Right
150,-2,-1,-1,-2,5,4,1,0,Right
166,-2,-1,-1,6,-13,11,4,2,Right
166,-1,-3,-1,0,-3,-23,-6,-1,Right
166,-3,-3,-1,2,-5,-16,-1,-1,Right
182,-1,1,0,0,-3,-6,-1,0,Right
188,-3,-2,-2,-2,-3,-6,-3,-2,Right
188,2,-1,-3,-8,-3,0,1,-2,Right
188,-1,1,0,1,-3,5,2,1,Right
198,-3,-4,-6,-4,19,30,2,-2,Right
198,-3,-2,-1,-1,-3,-3,0,-2,Right
198,-1,0,0,2,-7,-4,-4,0,Right
198,1,-2,-2,-2,7,4,-1,0,Right
214,0,0,0,1,-5,-2,0,-1,Right
225,2,-1,1,-4,-4,-10,-1,1,Right
225,-3,-4,-3,-3,-1,18,-2,-1,Right
230,-2,-2,-1,1,-4,-32,-3,-1,Right
245,-1,-1,1,-1,-6,-3,-1,-1,Right
246,1,0,-1,-2,10,8,1,2,Right
248,0,-1,-1,-3,-10,-16,-1,-1,Right
248,-2,0,0,-3,2,15,0,-3,Right
260,-2,-1,-4,-2,4,-4,-1,-1,Right
261,-4,-3,-3,-4,-9,-11,-4,-4,Right
261,-1,-1,-1,4,1,8,2,0,Right
267,1,0,0,-2,-2,6,-2,2,Right
277,1,1,-1,0,0,0,2,0,Right
286,-2,-1,0,3,4,8,0,0,Right
286,-2,-2,-1,0,8,8,1,-3,Right
286,-2,-2,-1,-10,-4,-20,-4,-2,Right
294,-1,-2,-2,1,-2,2,-2,0,Right
307,-1,-1,-2,-3,-13,-22,-4,-1,Right
307,-1,-1,-1,1,-4,-5,-1,0,Right
307,-1,0,0,2,5,1,4,0,Right
307,-1,0,2,-1,-6,7,-3,-3,Right
307,-2,0,-3,-6,10,3,-5,-3,Right
323,1,1,0,1,-18,15,4,1,Right
324,0,-1,-4,1,-9,-33,-3,-3,Right
340,-1,-1,-1,-1,0,-8,-4,0,Right
343,-2,-3,-1,-1,0,-10,-1,-2,Right
343,1,-1,-1,-5,-10,-14,-4,0,Right
343,0,0,-2,0,3,20,-2,-1,Right
355,-2,-1,0,0,-4,-3,-1,-2,Right
355,1,0,-1,-3,4,16,3,1,Right
372,-1,-3,0,4,2,-12,1,-2,Right
374,-3,-4,-4,-5,-15,-12,-8,-4,Right
374,0,-1,-1,-3,-6,-16,-2,-2,Right
374,-3,-2,2,2,-19,7,-2,-3,Right
374,-1,-1,-1,4,20,-3,0,2,Right
374,-2,0,-1,-2,11,8,-2,-3,Right
402,2,-1,-2,-3,-7,-3,-1,0,Right
403,-2,-1,-7,-2,0,-4,0,-1,Right
403,-2,-1,-2,-4,-4,3,-4,-3,Right
403,1,0,2,-1,-3,11,0,-1,Right
